claimID,employer,likely_gender,likely_asian,likely_hispanic,employercity_county,employerstate,employeroutofstate,employerstatenotcoded,employerzip,employerlatitude,employerlongitude,employercountypop,claim_amount,case_open,case_close,duration,determination,DOLI_reason,recoded_reason_cfc,recoded_reason_cfc2,recoded_reason_cfc3,recoded_reason_lajc,recoded_reason_lajc2,recoded_reason_lajc3,verified_claim,first_response,formal_investigate,wage_order,wage_rec,total_rec
LLVA59039,MARK WILLIAMS CLEANING SERVICE,male,FALSE,FALSE,Virginia Beach city,VA,FALSE,FALSE,23452,36.839209,-76.09333,437994,661.3,2016-01-07,2016-01-26,19,Undetermined,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,661.3,TRUE,FALSE,FALSE,0,0
LLVA59040,EACH ONE COUNTS YOUTH AND FAMILY SERVICES,female,FALSE,FALSE,Richmond city,VA,FALSE,FALSE,23225,37.51918,-77.49851,204214,620,2016-01-07,2016-02-16,40,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,735,FALSE,TRUE,FALSE,0,0
LLVA59042,LIGHTHOUSE TRUCK AND AUTO,male,FALSE,FALSE,Buckingham County,VA,FALSE,FALSE,23936,37.529284,-78.49082,17146,280.5,2016-01-07,2016-01-11,4,Invalid,Independent Agent,Ineligible Complainant,NA,NA,Employee status,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59047,"PROVING GROUNDS, LLC",male,FALSE,FALSE,Henrico County,VA,FALSE,FALSE,23059,37.686152,-77.53651,306935,1110,2016-01-07,2016-01-12,5,Undetermined,Paid Prior to Investigation,Wages found to be paid,NA,NA,Wages paid,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59048,SUFFOLK AUTOMOTIVE SERVICES,male,FALSE,FALSE,Suffolk city,VA,FALSE,FALSE,23434,36.735893,-76.59656,84585,601.75,2016-01-08,2016-01-08,0,Undetermined,CLAIMANT HIRED AN ATTORNEY,Already in legal process,NA,NA,Attorney Involvement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59049,DAY STAR HOME CARE,female,TRUE,FALSE,Fairfax County,VA,FALSE,FALSE,22151,38.803813,-77.20821,1081726,3675,2016-01-08,2016-01-13,5,Undetermined,Complainant Dropped Claim,Wages found to be paid,NA,NA,Other,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59050,DIVERSIFIED CLEANING SERVICES,male,FALSE,FALSE,Chesapeake city,VA,FALSE,FALSE,23320,36.761698,-76.24511,222209,13.5,2016-01-08,2016-01-12,4,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,15.31,TRUE,FALSE,FALSE,0,0
LLVA59051,LINDSEY HARRINGTON,NA,FALSE,TRUE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,270,2016-01-08,2016-01-11,3,Invalid,EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59052,LINDSEY HARRINGTON,NA,FALSE,TRUE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,270,2016-01-08,2016-01-11,3,Invalid,EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59053,DOCKSIDE HEALTH & REHAB,female,FALSE,FALSE,Middlesex County,VA,FALSE,FALSE,23092,37.593059,-76.50694,10959,579.63,2016-01-11,2016-02-02,22,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,586.91,FALSE,TRUE,FALSE,0,0
LLVA59054,"BH CONTRACTING, LLC",male,FALSE,TRUE,Culpeper County,VA,FALSE,FALSE,22736,38.388311,-77.68111,46689,2394,2016-01-11,2016-01-11,0,Invalid,WORK PERFORMED OUTSIDE OF VIRGINA,Happened out of state,NA,NA,Worked outside VA,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59055,HOT MIXX LLC,male,FALSE,FALSE,Fauquier County,VA,FALSE,FALSE,20137,38.810629,-77.7057,65203,340,2016-01-13,2016-02-02,20,Undetermined,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,100,TRUE,FALSE,FALSE,0,0
LLVA59056,SPRINGER AGENCY,female,FALSE,FALSE,Chesterfield County,VA,FALSE,FALSE,23112,37.427988,-77.64868,316236,1144.14,2016-01-12,2016-01-12,0,Undetermined,EMPLOYEE AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59057,"JYKERN, INC",male,FALSE,FALSE,Osceola County,FL,TRUE,FALSE,34747,28.326187,-81.58897,268685,650,2016-01-13,2016-01-13,0,Invalid,Subcontractor,Subcontractor,NA,NA,Subcontractor,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59058,JCS CONSTRUCTION,male,FALSE,TRUE,Manassas Park city,VA,FALSE,FALSE,20111,38.769697,-77.44915,14273,1020,2016-01-12,2016-01-19,7,Undetermined,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,981.75,TRUE,FALSE,FALSE,0,0
LLVA59059,"AMERICAN SECURITY ENFORCEMENT, INC.",male,FALSE,FALSE,Lynchburg city,VA,FALSE,FALSE,24502,37.362109,-79.21525,75568,310,2016-01-12,2016-01-29,17,Undetermined,Business is Closed,Business is Closed,NA,NA,Closed Business,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59060,J'S AUTO CLEANING SERVICE,male,FALSE,FALSE,Chesapeake city,VA,FALSE,FALSE,23320,36.761698,-76.24511,222209,2225,2016-01-12,2016-01-12,0,Invalid,False Claim,False Claim,NA,NA,False Claim,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59061,"D3 VENTURES, LLC DBA VAGABOND",male,FALSE,FALSE,Richmond city,VA,FALSE,FALSE,23219,37.541046,-77.43536,204214,14175,2016-01-12,2016-01-20,8,Undetermined,Complainant Dropped Claim,Wages found to be paid,NA,NA,Other,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59062,"PRIMA HOME HEALTH, INC",female,FALSE,FALSE,Fairfax County,VA,FALSE,FALSE,20151,38.889111,-77.4363,1081726,576,2016-01-13,2016-01-13,0,Invalid,WRITTEN EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59063,CUMBERLAND HOSPITAL,female,FALSE,FALSE,New Kent County,VA,FALSE,FALSE,23124,37.545276,-77.06664,18429,1000,2016-01-13,2016-01-13,0,Invalid,WRITTEN EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59064,ABC TRUCK AND TIRE REPAIR INC.,male,FALSE,FALSE,Stafford County,VA,FALSE,FALSE,22405,38.317636,-77.43297,128961,219.92,2016-01-13,2016-01-13,0,Invalid,WRITTEN EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59065,SUBWAY,female,FALSE,FALSE,Virginia Beach city,VA,FALSE,FALSE,23462,36.839648,-76.15177,437994,0,2016-01-13,2016-01-13,0,Invalid,NO GROSS CLAIM AMOUNT,Form errors,NA,NA,Form errors,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59066,"PRIME PRESENTATIONS, LLC",female,FALSE,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,0,2016-01-13,2016-01-13,0,Invalid,NO GROSS CLAIM AMOUNT,Form errors,NA,NA,Form errors,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59067,ARI PHOENIX,male,TRUE,FALSE,Prince William County,VA,FALSE,FALSE,20109,38.790202,-77.51294,402002,14552.08,2016-01-13,2016-03-22,69,Undetermined,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,7297.01,FALSE,TRUE,FALSE,0,0
LLVA59068,BJS PLASTER & DRYWALL REPAIR,male,FALSE,TRUE,Chesapeake city,VA,FALSE,FALSE,23323,36.757815,-76.3358,222209,2200,2016-01-13,2016-01-13,0,Invalid,NO EMPLOYEE/EMPLOYER RELATIONSHIP,Unclear Employment Status,NA,NA,Employee status,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59069,MEREDITH'S SALON,female,FALSE,FALSE,Montgomery County,VA,FALSE,FALSE,24073,37.136013,-80.41222,94392,350,2016-01-13,2016-01-13,0,Invalid,EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59070,WIGO CLINIC,male,FALSE,FALSE,Fairfax County,VA,FALSE,FALSE,22031,38.859675,-77.26167,1081726,1680,2016-01-13,2016-01-13,0,Invalid,EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59071,MOUNTAIN DEVELOPMENT INC.,male,FALSE,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,1924,2016-01-13,2016-01-13,0,Undetermined,WORK PERFORMED OUTSIDE OF VIRGINIA,Happened out of state,NA,NA,Worked outside VA,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59072,TLC DENTAL TYSONS CORNER,female,FALSE,FALSE,Fairfax County,VA,FALSE,FALSE,22182,38.922478,-77.2566,1081726,112,2016-01-13,2016-01-19,6,Undetermined,Complainant Cannot be Located,Complainant can't be located,NA,NA,Claimant unresponsive,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59075,SMOKIN JOES BBQ,female,FALSE,FALSE,York County,VA,FALSE,FALSE,23692,37.178417,-76.46751,65464,628.12,2016-01-19,2016-01-27,8,Undetermined,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,628.12,TRUE,FALSE,FALSE,0,0
LLVA59076,N & R QUALITY CARE,female,FALSE,FALSE,Caroline County,VA,FALSE,FALSE,22546,37.95969,-77.47733,28545,2100,2016-01-19,2016-01-19,0,Undetermined,BANKRUPTCY,Business is Closed,NA,NA,Bankruptcy,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59077,PUBLIC PARTNERSHIP,female,FALSE,FALSE,Henrico County,VA,FALSE,FALSE,23060,37.661647,-77.52632,306935,1665.68,2016-01-19,2016-01-19,0,Invalid,False Claim,False Claim,NA,NA,False Claim,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59078,"PUBLIC PARTNERSHIPS, LLC",female,FALSE,FALSE,Henrico County,VA,FALSE,FALSE,23060,37.661647,-77.52632,306935,976.32,2016-01-19,2016-01-19,0,Invalid,False Claim,False Claim,NA,NA,False Claim,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59079,WILLIAMS BROTHERS TREE AND LAWN SERVICE,female,FALSE,FALSE,Staunton city,VA,FALSE,FALSE,24401,38.146216,-79.07625,23746,143.88,2016-01-20,2016-03-21,61,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,144.43,FALSE,TRUE,FALSE,0,0
LLVA59080,CALIFRESH BISTRO,NA,FALSE,FALSE,Virginia Beach city,VA,FALSE,FALSE,23454,36.838398,-76.02862,437994,330,2016-01-20,2016-01-20,0,Invalid,EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59081,"WINK FASTENERS, INC.",NA,FALSE,FALSE,Charles City County,VA,FALSE,FALSE,23030,37.342306,-77.0731,7256,0,2016-01-20,2016-01-20,0,Invalid,EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59082,"MONUMENT PATHOLOGISTS, INC",NA,FALSE,FALSE,Richmond city,VA,FALSE,FALSE,23226,37.581696,-77.51709,204214,3015.92,2016-01-20,2016-01-20,0,Invalid,CORPORATE DIRECTOR/HIRED ATTY,Ineligible Complainant,NA,NA,Company Officer/Owner,Attorney Involvement,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59083,BELGIAN WAFFLE AND STEAKHOUSE,female,FALSE,FALSE,Newport News city,VA,FALSE,FALSE,23608,37.151315,-76.54812,180719,0,2016-01-20,2016-02-08,19,Undetermined,Paid Prior to Investigation,Wages found to be paid,NA,NA,Wages paid,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59084,RYAN CORPORATION UNLIMITED,male,FALSE,FALSE,Fredericksburg city,VA,FALSE,FALSE,22402,38.299613,-77.489666,24286,2866.64,2016-01-20,2016-03-22,62,Valid,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,918.32,FALSE,TRUE,FALSE,0,0
LLVA59085,WILLIS BROADCASTING CORP,male,FALSE,FALSE,Norfolk city,VA,FALSE,FALSE,23510,36.852547,-76.29028,242803,485.75,2016-01-20,2016-02-09,20,Undetermined,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,485.75,TRUE,FALSE,FALSE,0,0
LLVA59086,WILLIS BROADCASTING,male,FALSE,FALSE,Norfolk city,VA,FALSE,FALSE,23510,36.852547,-76.29028,242803,560,2016-01-20,2016-02-09,20,Undetermined,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,560,TRUE,FALSE,FALSE,0,0
LLVA59087,"EMPIRE PLUMBING, LLC",male,FALSE,FALSE,Richmond city,VA,FALSE,FALSE,23225,37.51918,-77.49851,204214,949.5,2016-01-20,2016-01-20,0,Invalid,False Claim,False Claim,NA,NA,False Claim,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59088,ALLORA USA,female,FALSE,FALSE,Loudoun County,VA,FALSE,FALSE,20166,39.004276,-77.43442,312311,259.25,2016-01-21,2016-01-21,0,Undetermined,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,259.25,TRUE,FALSE,FALSE,0,0
LLVA59089,BODY BALANCE SPA,female,FALSE,FALSE,Montgomery County,VA,FALSE,FALSE,24060,37.232027,-80.42127,94392,1135.28,2016-01-21,2016-02-16,26,Undetermined,Informal Resolution,Informal resolution,NA,NA,Informal resolution,NA,NA,741.28,TRUE,FALSE,FALSE,0,0
LLVA59090,HUNAN GARDEN ENTERPRISE INC.,NA,TRUE,FALSE,Prince William County,VA,FALSE,FALSE,20155,38.803732,-77.62404,402002,3283,2016-01-21,2016-01-21,0,Undetermined,UNABLE TO ESTABLISH EMPLOYEE/EMPLOYER RELATIONSHIP,Unclear Employment Status,NA,NA,Employee status,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59091,WILLIAMS & FOGG ELECTRICAL HEATING PLUMBING,NA,FALSE,TRUE,Richmond city,VA,FALSE,FALSE,23220,37.549396,-77.45739,204214,572,2016-01-21,2016-01-21,0,Undetermined,Business is Closed,Business is Closed,NA,NA,Closed Business,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59092,B&B REMODELING & HANDYMAN SERVICES,male,FALSE,TRUE,Stafford County,VA,FALSE,FALSE,22554,38.460395,-77.43266,128961,1170,2016-01-21,2016-02-02,12,Undetermined,Complainant Cannot be Located,Complainant can't be located,NA,NA,Claimant unresponsive,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59093,ARROW STEELE & CONSTRUCTION,male,FALSE,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,380,2016-01-21,2016-01-21,0,Undetermined,INCOMPLETE FORM,Form errors,NA,NA,Form errors,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59094,ARROW STEELE & CONSTRUCTION,male,FALSE,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,0,2016-01-21,2016-01-21,0,Undetermined,INCOMPLETE CLAIM FORM,Form errors,NA,NA,Form errors,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59095,SPECTRUM INC,male,FALSE,FALSE,Fairfax County,VA,FALSE,FALSE,22182,38.922478,-77.2566,1081726,2153.6,2016-01-21,2016-01-21,0,Invalid,WRITTEN EMPLOYMENT AGREEMENT,Written employment agreement,NA,NA,Written employment agreement,NA,NA,0,TRUE,FALSE,FALSE,0,0
LLVA59096,THE ROCK BARN,male,FALSE,FALSE,Nelson County,VA,FALSE,FALSE,22922,37.69474,-78.93251,15020,377,2016-01-21,2016-01-21,0,Invalid,HIRED LAWYER,Already in legal process,NA,NA,Attorney Involvement,NA,NA,0,TRUE,FALSE,FALSE,0,0
